country_code,country,measure,sex,age,frequency,time_period,value,units
LVA,Latvia,Inactivity rate,Total,From 55 to 64 years,Annual,2022,26.275,Units
LVA,Latvia,Inactivity rate,Total,From 55 to 64 years,Annual,2021,27.8,Units
LVA,Latvia,Inactivity rate,Total,From 55 to 64 years,Annual,2020,25.46985,Units
LVA,Latvia,Inactivity rate,Total,From 55 to 64 years,Annual,2019,27.95273,Units
LVA,Latvia,Inactivity rate,Total,From 55 to 64 years,Annual,2018,29.31695,Units
LVA,Latvia,Inactivity rate,Total,From 55 to 64 years,Annual,2017,32.2397,Units
LVA,Latvia,Inactivity rate,Total,From 55 to 64 years,Annual,2016,32.60823,Units
LVA,Latvia,Inactivity rate,Total,From 55 to 64 years,Annual,2015,34.56526,Units
LVA,Latvia,Inactivity rate,Total,From 55 to 64 years,Annual,2014,37.60072,Units
LVA,Latvia,Inactivity rate,Total,From 55 to 64 years,Annual,2013,38.90831,Units
CZE,Czechia,Unemployment rate,Female,15 years or over,Annual,2016,4.673893,Units
CZE,Czechia,Unemployment rate,Female,15 years or over,Annual,2017,3.581191,Units
CZE,Czechia,Unemployment rate,Female,15 years or over,Annual,2018,2.804793,Units
CZE,Czechia,Unemployment rate,Female,15 years or over,Annual,2019,2.376763,Units
CZE,Czechia,Unemployment rate,Female,15 years or over,Annual,2020,2.954823,Units
CZE,Czechia,Unemployment rate,Female,15 years or over,Annual,2021,3.43101,Units
CZE,Czechia,Unemployment rate,Female,15 years or over,Annual,2022,2.818561,Units
CZE,Czechia,Unemployment rate,Female,15 years or over,Annual,2023,3.048447,Units
CZE,Czechia,Unemployment rate,Female,15 years or over,Annual,2010,8.455629,Units
CZE,Czechia,Unemployment rate,Female,15 years or over,Annual,2011,7.894747,Units
CZE,Czechia,Unemployment rate,Female,15 years or over,Annual,2012,8.203939,Units
CZE,Czechia,Unemployment rate,Female,15 years or over,Annual,2013,8.288026,Units
CZE,Czechia,Unemployment rate,Female,15 years or over,Annual,2014,7.395729,Units
USA,United States,Employment rate,Female,From 25 to 54 years,Annual,2011,68.96908,Units
USA,United States,Employment rate,Female,From 25 to 54 years,Annual,2010,69.342,Units
USA,United States,Employment rate,Female,From 25 to 54 years,Annual,2023,75.09194,Units
USA,United States,Employment rate,Female,From 25 to 54 years,Annual,2022,73.99677,Units
USA,United States,Employment rate,Female,From 25 to 54 years,Annual,2021,71.7099,Units
USA,United States,Employment rate,Female,From 25 to 54 years,Annual,2020,69.62773,Units
USA,United States,Employment rate,Female,From 25 to 54 years,Annual,2019,73.66812,Units
USA,United States,Employment rate,Female,From 25 to 54 years,Annual,2018,72.76776,Units
USA,United States,Employment rate,Female,From 25 to 54 years,Annual,2017,72.07361,Units
USA,United States,Employment rate,Female,From 25 to 54 years,Annual,2016,71.13358,Units
USA,United States,Employment rate,Female,From 25 to 54 years,Annual,2015,70.32519,Units
USA,United States,Employment rate,Female,From 25 to 54 years,Annual,2014,69.99722,Units
USA,United States,Employment rate,Female,From 25 to 54 years,Annual,2013,69.25504,Units
NZL,New Zealand,Employment rate,Male,From 25 to 54 years,Annual,2011,87.77486,Units
NZL,New Zealand,Employment rate,Male,From 25 to 54 years,Annual,2010,87.60662,Units
NZL,New Zealand,Employment rate,Male,From 25 to 54 years,Annual,2023,90.9836,Units
NZL,New Zealand,Employment rate,Male,From 25 to 54 years,Annual,2022,90.72265,Units
NZL,New Zealand,Employment rate,Male,From 25 to 54 years,Annual,2021,89.88425,Units
NZL,New Zealand,Employment rate,Male,From 25 to 54 years,Annual,2020,89.59512,Units
NZL,New Zealand,Employment rate,Male,From 25 to 54 years,Annual,2019,90.39725,Units
NZL,New Zealand,Employment rate,Male,From 25 to 54 years,Annual,2018,90.40798,Units
NZL,New Zealand,Employment rate,Male,From 25 to 54 years,Annual,2017,90.23857,Units
NZL,New Zealand,Employment rate,Male,From 25 to 54 years,Annual,2016,89.59719,Units
NZL,New Zealand,Employment rate,Male,From 25 to 54 years,Annual,2015,88.68526,Units
NZL,New Zealand,Employment rate,Male,From 25 to 54 years,Annual,2014,89.04958,Units
NZL,New Zealand,Employment rate,Male,From 25 to 54 years,Annual,2013,88.09399,Units
POL,Poland,Employment rate,Male,From 15 to 74 years,Annual,2017,64.925,Units
POL,Poland,Employment rate,Male,From 15 to 74 years,Annual,2016,63.425,Units
POL,Poland,Employment rate,Male,From 15 to 74 years,Annual,2015,61.9,Units
POL,Poland,Employment rate,Male,From 15 to 74 years,Annual,2014,61.05,Units
POL,Poland,Employment rate,Male,From 15 to 74 years,Annual,2013,59.675,Units
POL,Poland,Employment rate,Male,From 15 to 74 years,Annual,2012,59.45,Units
POL,Poland,Employment rate,Male,From 15 to 74 years,Annual,2011,59.125,Units
POL,Poland,Employment rate,Male,From 15 to 74 years,Annual,2010,58.525,Units
POL,Poland,Employment rate,Male,From 15 to 74 years,Annual,2023,68.475,Units
POL,Poland,Employment rate,Male,From 15 to 74 years,Annual,2022,68.25,Units
POL,Poland,Employment rate,Male,From 15 to 74 years,Annual,2021,67.875,Units
POL,Poland,Employment rate,Male,From 15 to 74 years,Annual,2020,67.575,Units
POL,Poland,Employment rate,Male,From 15 to 74 years,Annual,2019,67.475,Units
NLD,Netherlands,Unemployment rate,Female,From 25 to 54 years,Annual,2022,2.675,Units
NLD,Netherlands,Unemployment rate,Female,From 25 to 54 years,Annual,2023,2.725,Units
NLD,Netherlands,Unemployment rate,Female,From 25 to 54 years,Annual,2010,5.761675,Units
NLD,Netherlands,Unemployment rate,Female,From 25 to 54 years,Annual,2011,5.646128,Units
NLD,Netherlands,Unemployment rate,Female,From 25 to 54 years,Annual,2012,6.199243,Units
NLD,Netherlands,Unemployment rate,Female,From 25 to 54 years,Annual,2013,7.269461,Units
NLD,Netherlands,Unemployment rate,Female,From 25 to 54 years,Annual,2014,7.715525,Units
NLD,Netherlands,Unemployment rate,Female,From 25 to 54 years,Annual,2015,7.364324,Units
NLD,Netherlands,Unemployment rate,Female,From 25 to 54 years,Annual,2016,6.480816,Units
NLD,Netherlands,Unemployment rate,Female,From 25 to 54 years,Annual,2017,5.334951,Units
NLD,Netherlands,Unemployment rate,Female,From 25 to 54 years,Annual,2018,4.157946,Units
NLD,Netherlands,Unemployment rate,Female,From 25 to 54 years,Annual,2019,3.816486,Units
NLD,Netherlands,Unemployment rate,Female,From 25 to 54 years,Annual,2020,4.125211,Units
COL,Colombia,Labour force participation rate,Male,From 55 to 64 years,Annual,2016,85.37417,Units
COL,Colombia,Labour force participation rate,Male,From 55 to 64 years,Annual,2017,85.63917,Units
COL,Colombia,Labour force participation rate,Male,From 55 to 64 years,Annual,2018,85.93667,Units
COL,Colombia,Labour force participation rate,Male,From 55 to 64 years,Annual,2019,85.52084,Units
COL,Colombia,Labour force participation rate,Male,From 55 to 64 years,Annual,2020,81.3,Units
COL,Colombia,Labour force participation rate,Male,From 55 to 64 years,Annual,2021,79.94167,Units
COL,Colombia,Labour force participation rate,Male,From 55 to 64 years,Annual,2022,81.99167,Units
COL,Colombia,Labour force participation rate,Male,From 55 to 64 years,Annual,2023,81.98583,Units
COL,Colombia,Labour force participation rate,Male,From 55 to 64 years,Annual,2010,82.20084,Units
COL,Colombia,Labour force participation rate,Male,From 55 to 64 years,Annual,2011,83.14333,Units
COL,Colombia,Labour force participation rate,Male,From 55 to 64 years,Annual,2012,83.52333,Units
COL,Colombia,Labour force participation rate,Male,From 55 to 64 years,Annual,2013,83.73,Units
COL,Colombia,Labour force participation rate,Male,From 55 to 64 years,Annual,2014,84.37083,Units
CAN,Canada,Employment rate,Male,15 years or over,Annual,2019,66.24167,Units
CAN,Canada,Employment rate,Male,15 years or over,Annual,2018,65.975,Units
CAN,Canada,Employment rate,Male,15 years or over,Annual,2017,65.825,Units
CAN,Canada,Employment rate,Male,15 years or over,Annual,2016,65.15,Units
CAN,Canada,Employment rate,Male,15 years or over,Annual,2015,65.68333,Units
CAN,Canada,Employment rate,Male,15 years or over,Annual,2014,65.71667,Units
CAN,Canada,Employment rate,Male,15 years or over,Annual,2013,66.05833,Units
CAN,Canada,Employment rate,Male,15 years or over,Annual,2012,66.01667,Units
CAN,Canada,Employment rate,Male,15 years or over,Annual,2011,66.025,Units
CAN,Canada,Employment rate,Male,15 years or over,Annual,2010,65.46667,Units
CAN,Canada,Employment rate,Male,15 years or over,Annual,2023,65.80833,Units
CAN,Canada,Employment rate,Male,15 years or over,Annual,2022,65.73333,Units
CAN,Canada,Employment rate,Male,15 years or over,Annual,2021,64.45834,Units
SVN,Slovenia,Labour force participation rate,Female,From 55 to 64 years,Annual,2022,52.825,Units
SVN,Slovenia,Labour force participation rate,Female,From 55 to 64 years,Annual,2023,52.625,Units
SVN,Slovenia,Labour force participation rate,Female,From 55 to 64 years,Annual,2010,25.25,Units
SVN,Slovenia,Labour force participation rate,Female,From 55 to 64 years,Annual,2011,23.55,Units
SVN,Slovenia,Labour force participation rate,Female,From 55 to 64 years,Annual,2012,26.275,Units
SVN,Slovenia,Labour force participation rate,Female,From 55 to 64 years,Annual,2013,26.775,Units
SVN,Slovenia,Labour force participation rate,Female,From 55 to 64 years,Annual,2014,30.925,Units
SVN,Slovenia,Labour force participation rate,Female,From 55 to 64 years,Annual,2015,32.675,Units
SVN,Slovenia,Labour force participation rate,Female,From 55 to 64 years,Annual,2016,35.0,Units
SVN,Slovenia,Labour force participation rate,Female,From 55 to 64 years,Annual,2017,39.275,Units
SVN,Slovenia,Labour force participation rate,Female,From 55 to 64 years,Annual,2018,43.55,Units
SVN,Slovenia,Labour force participation rate,Female,From 55 to 64 years,Annual,2019,45.7,Units
SVN,Slovenia,Labour force participation rate,Female,From 55 to 64 years,Annual,2020,48.0,Units
COL,Colombia,Inactivity rate,Female,From 15 to 74 years,Annual,2016,39.21417,Units
COL,Colombia,Inactivity rate,Female,From 15 to 74 years,Annual,2017,39.185,Units
COL,Colombia,Inactivity rate,Female,From 15 to 74 years,Annual,2018,39.90417,Units
COL,Colombia,Inactivity rate,Female,From 15 to 74 years,Annual,2019,40.51833,Units
COL,Colombia,Inactivity rate,Female,From 15 to 74 years,Annual,2020,45.73083,Units
COL,Colombia,Inactivity rate,Female,From 15 to 74 years,Annual,2021,48.97083,Units
COL,Colombia,Inactivity rate,Female,From 15 to 74 years,Annual,2022,45.48917,Units
COL,Colombia,Inactivity rate,Female,From 15 to 74 years,Annual,2023,44.48,Units
COL,Colombia,Inactivity rate,Female,From 15 to 74 years,Annual,2010,42.10917,Units
COL,Colombia,Inactivity rate,Female,From 15 to 74 years,Annual,2011,41.12333,Units
COL,Colombia,Inactivity rate,Female,From 15 to 74 years,Annual,2012,39.65417,Units
COL,Colombia,Inactivity rate,Female,From 15 to 74 years,Annual,2013,40.015,Units
COL,Colombia,Inactivity rate,Female,From 15 to 74 years,Annual,2014,39.91417,Units
CRI,Costa Rica,Labour force participation rate,Female,From 55 to 64 years,Annual,2018,38.91462,Units
CRI,Costa Rica,Labour force participation rate,Female,From 55 to 64 years,Annual,2017,38.25219,Units
CRI,Costa Rica,Labour force participation rate,Female,From 55 to 64 years,Annual,2016,34.46485,Units
CRI,Costa Rica,Labour force participation rate,Female,From 55 to 64 years,Annual,2015,38.89663,Units
CRI,Costa Rica,Labour force participation rate,Female,From 55 to 64 years,Annual,2014,39.0368,Units
CRI,Costa Rica,Labour force participation rate,Female,From 55 to 64 years,Annual,2013,35.73416,Units
CRI,Costa Rica,Labour force participation rate,Female,From 55 to 64 years,Annual,2012,39.73148,Units
CRI,Costa Rica,Labour force participation rate,Female,From 55 to 64 years,Annual,2011,32.05104,Units
CRI,Costa Rica,Labour force participation rate,Female,From 55 to 64 years,Annual,2023,32.74031,Units
CRI,Costa Rica,Labour force participation rate,Female,From 55 to 64 years,Annual,2022,38.25651,Units
CRI,Costa Rica,Labour force participation rate,Female,From 55 to 64 years,Annual,2021,36.1052,Units
CRI,Costa Rica,Labour force participation rate,Female,From 55 to 64 years,Annual,2020,38.77265,Units
TUR,Türkiye,Unemployment rate,Female,From 25 to 54 years,Annual,2022,12.225,Units
TUR,Türkiye,Unemployment rate,Female,From 25 to 54 years,Annual,2023,11.65,Units
TUR,Türkiye,Unemployment rate,Female,From 25 to 54 years,Annual,2010,9.95,Units
TUR,Türkiye,Unemployment rate,Female,From 25 to 54 years,Annual,2011,8.75,Units
TUR,Türkiye,Unemployment rate,Female,From 25 to 54 years,Annual,2012,8.275,Units
TUR,Türkiye,Unemployment rate,Female,From 25 to 54 years,Annual,2013,9.375,Units
TUR,Türkiye,Unemployment rate,Female,From 25 to 54 years,Annual,2014,10.9,Units
TUR,Türkiye,Unemployment rate,Female,From 25 to 54 years,Annual,2015,11.3,Units
TUR,Türkiye,Unemployment rate,Female,From 25 to 54 years,Annual,2016,12.425,Units
TUR,Türkiye,Unemployment rate,Female,From 25 to 54 years,Annual,2017,12.4,Units
TUR,Türkiye,Unemployment rate,Female,From 25 to 54 years,Annual,2018,12.55,Units
TUR,Türkiye,Unemployment rate,Female,From 25 to 54 years,Annual,2019,14.725,Units
TUR,Türkiye,Unemployment rate,Female,From 25 to 54 years,Annual,2020,13.025,Units
KOR,Korea,Inactivity rate,Female,15 years or over,Annual,2022,45.42386,Units
KOR,Korea,Inactivity rate,Female,15 years or over,Annual,2023,44.383,Units
KOR,Korea,Inactivity rate,Female,15 years or over,Annual,2010,50.42451,Units
KOR,Korea,Inactivity rate,Female,15 years or over,Annual,2011,50.18901,Units
KOR,Korea,Inactivity rate,Female,15 years or over,Annual,2012,49.88091,Units
KOR,Korea,Inactivity rate,Female,15 years or over,Annual,2013,49.65619,Units
KOR,Korea,Inactivity rate,Female,15 years or over,Annual,2014,48.50896,Units
KOR,Korea,Inactivity rate,Female,15 years or over,Annual,2015,48.10846,Units
KOR,Korea,Inactivity rate,Female,15 years or over,Annual,2016,47.83811,Units
KOR,Korea,Inactivity rate,Female,15 years or over,Annual,2017,47.3448,Units
KOR,Korea,Inactivity rate,Female,15 years or over,Annual,2018,47.10307,Units
KOR,Korea,Inactivity rate,Female,15 years or over,Annual,2019,46.51716,Units
KOR,Korea,Inactivity rate,Female,15 years or over,Annual,2020,47.22119,Units
HUN,Hungary,Unemployment rate,Male,From 25 to 54 years,Annual,2013,9.056213,Units
HUN,Hungary,Unemployment rate,Male,From 25 to 54 years,Annual,2012,10.24466,Units
HUN,Hungary,Unemployment rate,Male,From 25 to 54 years,Annual,2011,9.88737,Units
HUN,Hungary,Unemployment rate,Male,From 25 to 54 years,Annual,2010,10.64859,Units
HUN,Hungary,Unemployment rate,Male,From 25 to 54 years,Annual,2023,3.475,Units
HUN,Hungary,Unemployment rate,Male,From 25 to 54 years,Annual,2022,3.2,Units
HUN,Hungary,Unemployment rate,Male,From 25 to 54 years,Annual,2021,3.3,Units
HUN,Hungary,Unemployment rate,Male,From 25 to 54 years,Annual,2020,3.597023,Units
HUN,Hungary,Unemployment rate,Male,From 25 to 54 years,Annual,2019,2.751938,Units
HUN,Hungary,Unemployment rate,Male,From 25 to 54 years,Annual,2018,3.141221,Units
HUN,Hungary,Unemployment rate,Male,From 25 to 54 years,Annual,2017,3.409215,Units
HUN,Hungary,Unemployment rate,Male,From 25 to 54 years,Annual,2016,4.53356,Units
HUN,Hungary,Unemployment rate,Male,From 25 to 54 years,Annual,2015,5.566464,Units
NOR,Norway,Employment rate,Female,From 25 to 54 years,Annual,2017,80.45,Units
NOR,Norway,Employment rate,Female,From 25 to 54 years,Annual,2018,80.825,Units
NOR,Norway,Employment rate,Female,From 25 to 54 years,Annual,2019,81.1,Units
NOR,Norway,Employment rate,Female,From 25 to 54 years,Annual,2020,80.4,Units
NOR,Norway,Employment rate,Female,From 25 to 54 years,Annual,2021,81.15,Units
NOR,Norway,Employment rate,Female,From 25 to 54 years,Annual,2022,81.875,Units
NOR,Norway,Employment rate,Female,From 25 to 54 years,Annual,2023,81.575,Units
NOR,Norway,Employment rate,Female,From 25 to 54 years,Annual,2010,82.175,Units
NOR,Norway,Employment rate,Female,From 25 to 54 years,Annual,2011,82.15,Units
NOR,Norway,Employment rate,Female,From 25 to 54 years,Annual,2012,82.15,Units
NOR,Norway,Employment rate,Female,From 25 to 54 years,Annual,2013,81.55,Units
NOR,Norway,Employment rate,Female,From 25 to 54 years,Annual,2014,81.45,Units
NOR,Norway,Employment rate,Female,From 25 to 54 years,Annual,2015,80.725,Units
LUX,Luxembourg,Inactivity rate,Female,From 25 to 54 years,Annual,2020,14.775,Units
LUX,Luxembourg,Inactivity rate,Female,From 25 to 54 years,Annual,2021,14.125,Units
LUX,Luxembourg,Inactivity rate,Female,From 25 to 54 years,Annual,2022,13.075,Units
LUX,Luxembourg,Inactivity rate,Female,From 25 to 54 years,Annual,2023,13.1,Units
LUX,Luxembourg,Inactivity rate,Female,From 25 to 54 years,Annual,2010,23.6,Units
LUX,Luxembourg,Inactivity rate,Female,From 25 to 54 years,Annual,2011,22.875,Units
LUX,Luxembourg,Inactivity rate,Female,From 25 to 54 years,Annual,2012,20.825,Units
LUX,Luxembourg,Inactivity rate,Female,From 25 to 54 years,Annual,2013,19.475,Units
LUX,Luxembourg,Inactivity rate,Female,From 25 to 54 years,Annual,2014,19.05,Units
LUX,Luxembourg,Inactivity rate,Female,From 25 to 54 years,Annual,2015,18.675,Units
LUX,Luxembourg,Inactivity rate,Female,From 25 to 54 years,Annual,2016,18.975,Units
LUX,Luxembourg,Inactivity rate,Female,From 25 to 54 years,Annual,2017,16.0,Units
LUX,Luxembourg,Inactivity rate,Female,From 25 to 54 years,Annual,2018,15.575,Units
ISR,Israel,Unemployment rate,Female,From 15 to 74 years,Annual,2011,5.632849,Units
ISR,Israel,Unemployment rate,Female,From 15 to 74 years,Annual,2010,6.505421,Units
ISR,Israel,Unemployment rate,Female,From 15 to 74 years,Annual,2023,3.233333,Units
ISR,Israel,Unemployment rate,Female,From 15 to 74 years,Annual,2022,3.666667,Units
ISR,Israel,Unemployment rate,Female,From 15 to 74 years,Annual,2021,4.883333,Units
ISR,Israel,Unemployment rate,Female,From 15 to 74 years,Annual,2020,4.125,Units
ISR,Israel,Unemployment rate,Female,From 15 to 74 years,Annual,2019,3.925,Units
ISR,Israel,Unemployment rate,Female,From 15 to 74 years,Annual,2018,3.958333,Units
ISR,Israel,Unemployment rate,Female,From 15 to 74 years,Annual,2017,4.333333,Units
ISR,Israel,Unemployment rate,Female,From 15 to 74 years,Annual,2016,4.95,Units
ISR,Israel,Unemployment rate,Female,From 15 to 74 years,Annual,2015,5.408333,Units
