"COUNTRY","Country","ISC11A","ISCED-A 2011","SEX","Gender","AGE","Age","PIAAC_CATEGORY","Category","INDICATOR","Indicator","MEASURE","Measure","YEAR","Reference year","Value","Flag Codes","Flags"
"AUT","Austria","L3_4_T_T","Upper secondary education or post-secondary non-tertiary","T","Total","Y25T64","25-64 years","L2","Level (2)","PIAAC_RATE_UNEMPLOYMENT_LIT","Share of unemployed, by literacy proficiency level ","VALUE","Value","2012","2012",3,,
"AUT","Austria","L3_4_T_T","Upper secondary education or post-secondary non-tertiary","T","Total","Y25T64","25-64 years","L3","Level (3)","PIAAC_RATE_UNEMPLOYMENT_LIT","Share of unemployed, by literacy proficiency level ","VALUE","Value","2012","2012",3,,
"AUT","Austria","L3_4_T_T","Upper secondary education or post-secondary non-tertiary","T","Total","Y25T64","25-64 years","L4_5","Level (4/5)","PIAAC_RATE_UNEMPLOYMENT_LIT","Share of unemployed, by literacy proficiency level ","VALUE","Value","2012","2012",2,,
"AUT","Austria","L5T8_T_T","Tertiary education","T","Total","Y25T64","25-64 years","L0_1","Level (0/1)","PIAAC_RATE_UNEMPLOYMENT_LIT","Share of unemployed, by literacy proficiency level ","VALUE","Value","2012","2012",,"c","Data below the publication limit"
"AUT","Austria","L5T8_T_T","Tertiary education","T","Total","Y25T64","25-64 years","L2","Level (2)","PIAAC_RATE_UNEMPLOYMENT_LIT","Share of unemployed, by literacy proficiency level ","VALUE","Value","2012","2012",3,,
"AUT","Austria","L5T8_T_T","Tertiary education","T","Total","Y25T64","25-64 years","L3","Level (3)","PIAAC_RATE_UNEMPLOYMENT_LIT","Share of unemployed, by literacy proficiency level ","VALUE","Value","2012","2012",2,,
"AUT","Austria","L5T8_T_T","Tertiary education","T","Total","Y25T64","25-64 years","L4_5","Level (4/5)","PIAAC_RATE_UNEMPLOYMENT_LIT","Share of unemployed, by literacy proficiency level ","VALUE","Value","2012","2012",,"c","Data below the publication limit"
"AUT","Austria","_T_T_T","All ISCED levels","T","Total","Y25T64","25-64 years","L0_1","Level (0/1)","PIAAC_RATE_UNEMPLOYMENT_LIT","Share of unemployed, by literacy proficiency level ","VALUE","Value","2012","2012",5,,
"AUT","Austria","_T_T_T","All ISCED levels","T","Total","Y25T64","25-64 years","L2","Level (2)","PIAAC_RATE_UNEMPLOYMENT_LIT","Share of unemployed, by literacy proficiency level ","VALUE","Value","2012","2012",3,,
"AUT","Austria","_T_T_T","All ISCED levels","T","Total","Y25T64","25-64 years","L3","Level (3)","PIAAC_RATE_UNEMPLOYMENT_LIT","Share of unemployed, by literacy proficiency level ","VALUE","Value","2012","2012",2,,
"AUT","Austria","_T_T_T","All ISCED levels","T","Total","Y25T64","25-64 years","L4_5","Level (4/5)","PIAAC_RATE_UNEMPLOYMENT_LIT","Share of unemployed, by literacy proficiency level ","VALUE","Value","2012","2012",2,,
"AUT","Austria","L0T2_T_T","Below upper secondary education","T","Total","Y25T64","25-64 years","L0_1","Level (0/1)","PIAAC_RATE_INACTIVITY_LIT","Inactivity rates, by literacy proficiency level ","VALUE","Value","2012","2012",39,,
"AUT","Austria","L0T2_T_T","Below upper secondary education","T","Total","Y25T64","25-64 years","L2","Level (2)","PIAAC_RATE_INACTIVITY_LIT","Inactivity rates, by literacy proficiency level ","VALUE","Value","2012","2012",38,,
"AUT","Austria","L0T2_T_T","Below upper secondary education","T","Total","Y25T64","25-64 years","L3","Level (3)","PIAAC_RATE_INACTIVITY_LIT","Inactivity rates, by literacy proficiency level ","VALUE","Value","2012","2012",29,,
"AUT","Austria","L0T2_T_T","Below upper secondary education","T","Total","Y25T64","25-64 years","L4_5","Level (4/5)","PIAAC_RATE_INACTIVITY_LIT","Inactivity rates, by literacy proficiency level ","VALUE","Value","2012","2012",,"c","Data below the publication limit"
"AUT","Austria","L3_4_T_T","Upper secondary education or post-secondary non-tertiary","T","Total","Y25T64","25-64 years","L0_1","Level (0/1)","PIAAC_RATE_INACTIVITY_LIT","Inactivity rates, by literacy proficiency level ","VALUE","Value","2012","2012",30,,
"AUT","Austria","L3_4_T_T","Upper secondary education or post-secondary non-tertiary","T","Total","Y25T64","25-64 years","L2","Level (2)","PIAAC_RATE_INACTIVITY_LIT","Inactivity rates, by literacy proficiency level ","VALUE","Value","2012","2012",21,,
"AUT","Austria","L3_4_T_T","Upper secondary education or post-secondary non-tertiary","T","Total","Y25T64","25-64 years","L3","Level (3)","PIAAC_RATE_INACTIVITY_LIT","Inactivity rates, by literacy proficiency level ","VALUE","Value","2012","2012",11,,
"AUT","Austria","L3_4_T_T","Upper secondary education or post-secondary non-tertiary","T","Total","Y25T64","25-64 years","L4_5","Level (4/5)","PIAAC_RATE_INACTIVITY_LIT","Inactivity rates, by literacy proficiency level ","VALUE","Value","2012","2012",10,,
"AUT","Austria","L5T8_T_T","Tertiary education","T","Total","Y25T64","25-64 years","L0_1","Level (0/1)","PIAAC_RATE_INACTIVITY_LIT","Inactivity rates, by literacy proficiency level ","VALUE","Value","2012","2012",27,,
"AUT","Austria","L5T8_T_T","Tertiary education","T","Total","Y25T64","25-64 years","L2","Level (2)","PIAAC_RATE_INACTIVITY_LIT","Inactivity rates, by literacy proficiency level ","VALUE","Value","2012","2012",17,,
"AUT","Austria","L5T8_T_T","Tertiary education","T","Total","Y25T64","25-64 years","L3","Level (3)","PIAAC_RATE_INACTIVITY_LIT","Inactivity rates, by literacy proficiency level ","VALUE","Value","2012","2012",9,,
"AUT","Austria","L5T8_T_T","Tertiary education","T","Total","Y25T64","25-64 years","L4_5","Level (4/5)","PIAAC_RATE_INACTIVITY_LIT","Inactivity rates, by literacy proficiency level ","VALUE","Value","2012","2012",7,,
"AUT","Austria","_T_T_T","All ISCED levels","T","Total","Y25T64","25-64 years","L0_1","Level (0/1)","PIAAC_RATE_INACTIVITY_LIT","Inactivity rates, by literacy proficiency level ","VALUE","Value","2012","2012",34,,
"AUT","Austria","_T_T_T","All ISCED levels","T","Total","Y25T64","25-64 years","L2","Level (2)","PIAAC_RATE_INACTIVITY_LIT","Inactivity rates, by literacy proficiency level ","VALUE","Value","2012","2012",24,,
"AUT","Austria","_T_T_T","All ISCED levels","T","Total","Y25T64","25-64 years","L3","Level (3)","PIAAC_RATE_INACTIVITY_LIT","Inactivity rates, by literacy proficiency level ","VALUE","Value","2012","2012",13,,
"AUT","Austria","_T_T_T","All ISCED levels","T","Total","Y25T64","25-64 years","L4_5","Level (4/5)","PIAAC_RATE_INACTIVITY_LIT","Inactivity rates, by literacy proficiency level ","VALUE","Value","2012","2012",8,,
"AUT","Austria","L0T2_T_T","Below upper secondary education","T","Total","Y25T64","25-64 years","L0_1","Level (0/1)","PIAAC_RATE_EMPLOYMENT_NUM","Employment rates, by numeracy proficiency level ","VALUE","Value","2012","2012",53,,
"AUT","Austria","L0T2_T_T","Below upper secondary education","T","Total","Y25T64","25-64 years","L2","Level (2)","PIAAC_RATE_EMPLOYMENT_NUM","Employment rates, by numeracy proficiency level ","VALUE","Value","2012","2012",61,,
"AUT","Austria","L0T2_T_T","Below upper secondary education","T","Total","Y25T64","25-64 years","L3","Level (3)","PIAAC_RATE_EMPLOYMENT_NUM","Employment rates, by numeracy proficiency level ","VALUE","Value","2012","2012",64,,
"AUT","Austria","L0T2_T_T","Below upper secondary education","T","Total","Y25T64","25-64 years","L4_5","Level (4/5)","PIAAC_RATE_EMPLOYMENT_NUM","Employment rates, by numeracy proficiency level ","VALUE","Value","2012","2012",,"c","Data below the publication limit"
"AUT","Austria","L3_4_T_T","Upper secondary education or post-secondary non-tertiary","T","Total","Y25T64","25-64 years","L0_1","Level (0/1)","PIAAC_RATE_EMPLOYMENT_NUM","Employment rates, by numeracy proficiency level ","VALUE","Value","2012","2012",67,,
"AUT","Austria","L3_4_T_T","Upper secondary education or post-secondary non-tertiary","T","Total","Y25T64","25-64 years","L2","Level (2)","PIAAC_RATE_EMPLOYMENT_NUM","Employment rates, by numeracy proficiency level ","VALUE","Value","2012","2012",75,,
"AUT","Austria","L3_4_T_T","Upper secondary education or post-secondary non-tertiary","T","Total","Y25T64","25-64 years","L3","Level (3)","PIAAC_RATE_EMPLOYMENT_NUM","Employment rates, by numeracy proficiency level ","VALUE","Value","2012","2012",84,,
"AUT","Austria","L3_4_T_T","Upper secondary education or post-secondary non-tertiary","T","Total","Y25T64","25-64 years","L4_5","Level (4/5)","PIAAC_RATE_EMPLOYMENT_NUM","Employment rates, by numeracy proficiency level ","VALUE","Value","2012","2012",90,,
"AUT","Austria","L5T8_T_T","Tertiary education","T","Total","Y25T64","25-64 years","L0_1","Level (0/1)","PIAAC_RATE_EMPLOYMENT_NUM","Employment rates, by numeracy proficiency level ","VALUE","Value","2012","2012",66,,
"AUT","Austria","L5T8_T_T","Tertiary education","T","Total","Y25T64","25-64 years","L2","Level (2)","PIAAC_RATE_EMPLOYMENT_NUM","Employment rates, by numeracy proficiency level ","VALUE","Value","2012","2012",80,,
"AUT","Austria","L5T8_T_T","Tertiary education","T","Total","Y25T64","25-64 years","L3","Level (3)","PIAAC_RATE_EMPLOYMENT_NUM","Employment rates, by numeracy proficiency level ","VALUE","Value","2012","2012",88,,
"AUT","Austria","L5T8_T_T","Tertiary education","T","Total","Y25T64","25-64 years","L4_5","Level (4/5)","PIAAC_RATE_EMPLOYMENT_NUM","Employment rates, by numeracy proficiency level ","VALUE","Value","2012","2012",90,,
"AUT","Austria","_T_T_T","All ISCED levels","T","Total","Y25T64","25-64 years","L0_1","Level (0/1)","PIAAC_RATE_EMPLOYMENT_NUM","Employment rates, by numeracy proficiency level ","VALUE","Value","2012","2012",61,,
"AUT","Austria","_T_T_T","All ISCED levels","T","Total","Y25T64","25-64 years","L2","Level (2)","PIAAC_RATE_EMPLOYMENT_NUM","Employment rates, by numeracy proficiency level ","VALUE","Value","2012","2012",72,,
"AUT","Austria","_T_T_T","All ISCED levels","T","Total","Y25T64","25-64 years","L3","Level (3)","PIAAC_RATE_EMPLOYMENT_NUM","Employment rates, by numeracy proficiency level ","VALUE","Value","2012","2012",83,,
"AUT","Austria","_T_T_T","All ISCED levels","T","Total","Y25T64","25-64 years","L4_5","Level (4/5)","PIAAC_RATE_EMPLOYMENT_NUM","Employment rates, by numeracy proficiency level ","VALUE","Value","2012","2012",89,,
"AUT","Austria","L0T2_T_T","Below upper secondary education","T","Total","Y25T64","25-64 years","L0_1","Level (0/1)","PIAAC_RATE_UNEMPLOYMENT_NUM","Share of unemployed, by numeracy proficiency level ","VALUE","Value","2012","2012",6,,
"AUT","Austria","L0T2_T_T","Below upper secondary education","T","Total","Y25T64","25-64 years","L2","Level (2)","PIAAC_RATE_UNEMPLOYMENT_NUM","Share of unemployed, by numeracy proficiency level ","VALUE","Value","2012","2012",4,,
"AUT","Austria","L0T2_T_T","Below upper secondary education","T","Total","Y25T64","25-64 years","L3","Level (3)","PIAAC_RATE_UNEMPLOYMENT_NUM","Share of unemployed, by numeracy proficiency level ","VALUE","Value","2012","2012",3,,
"AUT","Austria","L0T2_T_T","Below upper secondary education","T","Total","Y25T64","25-64 years","L4_5","Level (4/5)","PIAAC_RATE_UNEMPLOYMENT_NUM","Share of unemployed, by numeracy proficiency level ","VALUE","Value","2012","2012",,"c","Data below the publication limit"
"AUT","Austria","L3_4_T_T","Upper secondary education or post-secondary non-tertiary","T","Total","Y25T64","25-64 years","L0_1","Level (0/1)","PIAAC_RATE_UNEMPLOYMENT_NUM","Share of unemployed, by numeracy proficiency level ","VALUE","Value","2012","2012",3,,
"AUT","Austria","L3_4_T_T","Upper secondary education or post-secondary non-tertiary","T","Total","Y25T64","25-64 years","L2","Level (2)","PIAAC_RATE_UNEMPLOYMENT_NUM","Share of unemployed, by numeracy proficiency level ","VALUE","Value","2012","2012",3,,
"AUT","Austria","L3_4_T_T","Upper secondary education or post-secondary non-tertiary","T","Total","Y25T64","25-64 years","L3","Level (3)","PIAAC_RATE_UNEMPLOYMENT_NUM","Share of unemployed, by numeracy proficiency level ","VALUE","Value","2012","2012",3,,
"AUT","Austria","L3_4_T_T","Upper secondary education or post-secondary non-tertiary","T","Total","Y25T64","25-64 years","L4_5","Level (4/5)","PIAAC_RATE_UNEMPLOYMENT_NUM","Share of unemployed, by numeracy proficiency level ","VALUE","Value","2012","2012",2,,
"AUT","Austria","L5T8_T_T","Tertiary education","T","Total","Y25T64","25-64 years","L0_1","Level (0/1)","PIAAC_RATE_UNEMPLOYMENT_NUM","Share of unemployed, by numeracy proficiency level ","VALUE","Value","2012","2012",,"c","Data below the publication limit"
"AUT","Austria","L5T8_T_T","Tertiary education","T","Total","Y25T64","25-64 years","L2","Level (2)","PIAAC_RATE_UNEMPLOYMENT_NUM","Share of unemployed, by numeracy proficiency level ","VALUE","Value","2012","2012",3,,
"AUT","Austria","L5T8_T_T","Tertiary education","T","Total","Y25T64","25-64 years","L3","Level (3)","PIAAC_RATE_UNEMPLOYMENT_NUM","Share of unemployed, by numeracy proficiency level ","VALUE","Value","2012","2012",2,,
"AUT","Austria","L5T8_T_T","Tertiary education","T","Total","Y25T64","25-64 years","L4_5","Level (4/5)","PIAAC_RATE_UNEMPLOYMENT_NUM","Share of unemployed, by numeracy proficiency level ","VALUE","Value","2012","2012",2,,
"AUT","Austria","_T_T_T","All ISCED levels","T","Total","Y25T64","25-64 years","L0_1","Level (0/1)","PIAAC_RATE_UNEMPLOYMENT_NUM","Share of unemployed, by numeracy proficiency level ","VALUE","Value","2012","2012",5,,
"AUT","Austria","_T_T_T","All ISCED levels","T","Total","Y25T64","25-64 years","L2","Level (2)","PIAAC_RATE_UNEMPLOYMENT_NUM","Share of unemployed, by numeracy proficiency level ","VALUE","Value","2012","2012",3,,
"AUT","Austria","_T_T_T","All ISCED levels","T","Total","Y25T64","25-64 years","L3","Level (3)","PIAAC_RATE_UNEMPLOYMENT_NUM","Share of unemployed, by numeracy proficiency level ","VALUE","Value","2012","2012",3,,
"AUT","Austria","_T_T_T","All ISCED levels","T","Total","Y25T64","25-64 years","L4_5","Level (4/5)","PIAAC_RATE_UNEMPLOYMENT_NUM","Share of unemployed, by numeracy proficiency level ","VALUE","Value","2012","2012",2,,
"AUT","Austria","L0T2_T_T","Below upper secondary education","T","Total","Y25T64","25-64 years","L0_1","Level (0/1)","PIAAC_RATE_INACTIVITY_NUM","Inactivity rates, by numeracy proficiency level ","VALUE","Value","2012","2012",40,,
"AUT","Austria","L0T2_T_T","Below upper secondary education","T","Total","Y25T64","25-64 years","L2","Level (2)","PIAAC_RATE_INACTIVITY_NUM","Inactivity rates, by numeracy proficiency level ","VALUE","Value","2012","2012",35,,
"AUT","Austria","L0T2_T_T","Below upper secondary education","T","Total","Y25T64","25-64 years","L3","Level (3)","PIAAC_RATE_INACTIVITY_NUM","Inactivity rates, by numeracy proficiency level ","VALUE","Value","2012","2012",33,,
"AUT","Austria","L0T2_T_T","Below upper secondary education","T","Total","Y25T64","25-64 years","L4_5","Level (4/5)","PIAAC_RATE_INACTIVITY_NUM","Inactivity rates, by numeracy proficiency level ","VALUE","Value","2012","2012",,"c","Data below the publication limit"
"AUT","Austria","L3_4_T_T","Upper secondary education or post-secondary non-tertiary","T","Total","Y25T64","25-64 years","L0_1","Level (0/1)","PIAAC_RATE_INACTIVITY_NUM","Inactivity rates, by numeracy proficiency level ","VALUE","Value","2012","2012",29,,
"AUT","Austria","L3_4_T_T","Upper secondary education or post-secondary non-tertiary","T","Total","Y25T64","25-64 years","L2","Level (2)","PIAAC_RATE_INACTIVITY_NUM","Inactivity rates, by numeracy proficiency level ","VALUE","Value","2012","2012",22,,
"AUT","Austria","L3_4_T_T","Upper secondary education or post-secondary non-tertiary","T","Total","Y25T64","25-64 years","L3","Level (3)","PIAAC_RATE_INACTIVITY_NUM","Inactivity rates, by numeracy proficiency level ","VALUE","Value","2012","2012",14,,
"AUT","Austria","L3_4_T_T","Upper secondary education or post-secondary non-tertiary","T","Total","Y25T64","25-64 years","L4_5","Level (4/5)","PIAAC_RATE_INACTIVITY_NUM","Inactivity rates, by numeracy proficiency level ","VALUE","Value","2012","2012",8,,
"AUT","Austria","L5T8_T_T","Tertiary education","T","Total","Y25T64","25-64 years","L0_1","Level (0/1)","PIAAC_RATE_INACTIVITY_NUM","Inactivity rates, by numeracy proficiency level ","VALUE","Value","2012","2012",30,,
"AUT","Austria","L5T8_T_T","Tertiary education","T","Total","Y25T64","25-64 years","L2","Level (2)","PIAAC_RATE_INACTIVITY_NUM","Inactivity rates, by numeracy proficiency level ","VALUE","Value","2012","2012",17,,
"AUT","Austria","L5T8_T_T","Tertiary education","T","Total","Y25T64","25-64 years","L3","Level (3)","PIAAC_RATE_INACTIVITY_NUM","Inactivity rates, by numeracy proficiency level ","VALUE","Value","2012","2012",10,,
"AUT","Austria","L5T8_T_T","Tertiary education","T","Total","Y25T64","25-64 years","L4_5","Level (4/5)","PIAAC_RATE_INACTIVITY_NUM","Inactivity rates, by numeracy proficiency level ","VALUE","Value","2012","2012",8,,
"AUT","Austria","_T_T_T","All ISCED levels","T","Total","Y25T64","25-64 years","L0_1","Level (0/1)","PIAAC_RATE_INACTIVITY_NUM","Inactivity rates, by numeracy proficiency level ","VALUE","Value","2012","2012",35,,
"AUT","Austria","_T_T_T","All ISCED levels","T","Total","Y25T64","25-64 years","L2","Level (2)","PIAAC_RATE_INACTIVITY_NUM","Inactivity rates, by numeracy proficiency level ","VALUE","Value","2012","2012",24,,
"AUT","Austria","_T_T_T","All ISCED levels","T","Total","Y25T64","25-64 years","L3","Level (3)","PIAAC_RATE_INACTIVITY_NUM","Inactivity rates, by numeracy proficiency level ","VALUE","Value","2012","2012",15,,
"AUT","Austria","_T_T_T","All ISCED levels","T","Total","Y25T64","25-64 years","L4_5","Level (4/5)","PIAAC_RATE_INACTIVITY_NUM","Inactivity rates, by numeracy proficiency level ","VALUE","Value","2012","2012",8,,
"CAN","Canada","L0T2_T_T","Below upper secondary education","T","Total","Y25T64","25-64 years","L0_1","Level (0/1)","PIAAC_RATE_EMPLOYMENT_LIT","Employment rates, by literacy proficiency level ","VALUE","Value","2012","2012",54,,
"CAN","Canada","L0T2_T_T","Below upper secondary education","T","Total","Y25T64","25-64 years","L2","Level (2)","PIAAC_RATE_EMPLOYMENT_LIT","Employment rates, by literacy proficiency level ","VALUE","Value","2012","2012",61,,
